Year,SumPcpn,SumEGDD_C,SumHeatD,SumFrostD,AvgSI,AvgPrcnAWHC,NDVI,Yield,Area
1987_18_20,3.166666666666663,49.28333333333334,0.3333333333333333,2.3333333333333335,0.6971428571428566,0.38984126984126993,0.176268054897,22.5,449873.0
1987_19_21,2.844444444444443,46.28333333333334,0.3333333333333333,2.3333333333333335,0.6704761904761899,0.36206349206349236,0.22185047152433301,22.5,449873.0
1987_20_22,9.055555555555566,53.01111111111117,0.3333333333333333,1.88888888888889,0.624285714285714,0.35000000000000003,0.261772248564333,22.5,449873.0
1987_21_23,14.433333333333342,54.33888888888893,0.0,1.1111111111111123,0.5690476190476189,0.36634920634920637,0.292525111954,22.5,449873.0
1987_22_24,15.511111111111122,73.58888888888895,0.4444444444444433,0.22222222222222232,0.4573015873015873,0.3834920634920634,0.332312694273,22.5,449873.0
1987_23_25,13.666666666666657,86.98333333333342,1.3333333333333333,0.22222222222222232,0.35079365079365066,0.36126984126984135,0.39096822875500004,22.5,449873.0
1987_24_26,8.611111111111104,97.01666666666677,1.3333333333333333,0.0,0.28492063492063474,0.2866666666666667,0.447828028028,22.5,449873.0
1987_25_27,20.811111111111114,92.41111111111121,0.8888888888888898,0.0,0.279206349206349,0.2425396825396827,0.495163431853,22.5,449873.0
1987_26_28,21.211111111111112,76.59999999999997,0.0,0.0,0.270952380952381,0.23857142857142868,0.521096209367333,22.5,449873.0
1987_27_29,29.377777777777766,72.45555555555553,0.0,0.0,0.254761904761905,0.2563492063492063,0.5383903298033329,22.5,449873.0
1987_28_30,17.933333333333312,74.4388888888889,0.0,0.0,0.25301587301587336,0.2507936507936507,0.549401053685,22.5,449873.0
1987_29_31,14.144444444444431,91.00555555555546,0.7777777777777768,0.0,0.298888888888889,0.20269841269841235,0.5451917522783329,22.5,449873.0
1987_30_32,10.7888888888889,92.67777777777773,0.7777777777777768,0.0,0.3585714285714286,0.1560317460317457,0.5225684236866671,22.5,449873.0
1987_31_33,19.111111111111118,80.2166666666666,0.7777777777777768,0.0,0.4334920634920633,0.14603174603174568,0.4722307439016671,22.5,449873.0
1987_32_34,22.788888888888902,58.16111111111116,0.0,0.0,0.488888888888889,0.191111111111111,0.4226180127493329,22.5,449873.0
1987_33_35,20.244444444444433,53.3666666666667,0.0,0.0,0.543809523809524,0.24968253968253964,0.387378157104333,22.5,449873.0
1987_34_36,10.788888888888877,60.16666666666671,0.11111111111111101,0.11111111111111101,0.603809523809524,0.2717460317460317,0.365063784837333,22.5,449873.0
1987_35_37,7.599999999999987,56.366666666666696,0.11111111111111101,0.44444444444444436,0.6404761904761908,0.27793650793650765,0.341486230967667,22.5,449873.0
1987_36_38,5.011111111111107,51.300000000000004,0.11111111111111101,1.4444444444444444,0.6557142857142857,0.27650793650793637,0.310193230072,22.5,449873.0
1988_18_20,2.5333333333333337,42.51111111111107,0.0,3.22222222222222,0.6855555555555556,0.5725396825396827,0.178619242927333,17.5,650814.0
1988_19_21,4.655555555555556,65.22222222222217,0.5555555555555566,1.5555555555555536,0.6665079365079367,0.547142857142857,0.215373997682,17.5,650814.0
1988_20_22,3.422222222222222,93.80555555555539,1.88888888888889,0.4444444444444433,0.6344444444444444,0.5087301587301587,0.26103319635433303,17.5,650814.0
1988_21_23,4.211111111111112,104.86666666666667,2.4444444444444464,0.0,0.5465079365079363,0.45507936507936503,0.311016000210667,17.5,650814.0
1988_22_24,1.7777777777777788,104.1111111111111,2.6666666666666665,0.0,0.5098412698412697,0.37460317460317466,0.36042400558466703,17.5,650814.0
1988_23_25,5.899999999999991,94.6111111111112,1.3333333333333333,0.0,0.4517460317460316,0.3001587301587303,0.3985060692273329,17.5,650814.0
1988_24_26,6.6111111111111,95.54444444444454,0.9999999999999991,0.0,0.4249206349206347,0.2271428571428573,0.4265035746276671,17.5,650814.0
1988_25_27,10.1111111111111,96.08333333333344,0.22222222222222232,0.0,0.417301587301587,0.17460317460317465,0.44606131394566706,17.5,650814.0
1988_26_28,17.0,92.46111111111122,0.22222222222222232,0.0,0.408095238095238,0.16206349206349202,0.463708661293,17.5,650814.0
1988_27_29,16.944444444444443,88.56666666666666,0.4444444444444433,0.0,0.41190476190476194,0.16365079365079335,0.479751433012,17.5,650814.0
1988_28_30,12.855555555555554,93.7,1.22222222222222,0.0,0.45634920634920667,0.13873015873015856,0.49071250724433296,17.5,650814.0
1988_29_31,10.722222222222221,95.25,1.22222222222222,0.0,0.506825396825397,0.10746031746031724,0.490162304409667,17.5,650814.0
1988_30_32,13.388888888888879,93.5388888888889,0.9999999999999991,0.0,0.6265079365079367,0.08349206349206344,0.47393847268333295,17.5,650814.0
1988_31_33,23.2,84.6388888888889,0.22222222222222232,0.0,0.6431746031746033,0.1233333333333332,0.44681519414166704,17.5,650814.0
1988_32_34,17.5888888888889,77.8,0.22222222222222232,0.22222222222222232,0.6653968253968258,0.18634920634920618,0.419667035456667,17.5,650814.0
1988_33_35,13.477777777777797,72.32222222222224,0.0,0.3333333333333333,0.6365079365079367,0.24476190476190465,0.39564571413533295,17.5,650814.0
1988_34_36,7.1777777777777985,61.16666666666669,0.22222222222222232,0.8888888888888898,0.6457142857142856,0.274920634920635,0.37275148306199996,17.5,650814.0
1988_35_37,9.822222222222232,56.938888888888904,0.22222222222222232,1.111111111111111,0.6649206349206346,0.2750793650793653,0.34589893577799996,17.5,650814.0
1988_36_38,14.366666666666665,36.82777777777777,0.22222222222222232,2.1111111111111103,0.6528571428571427,0.30698412698412736,0.304805932248,17.5,650814.0
1989_18_20,8.677777777777786,53.0,0.0,1.8888888888888877,0.7007936507936506,0.4988888888888887,0.185970130657,19.2,571332.0
1989_19_21,18.12222222222224,53.40555555555553,0.0,1.0000000000000009,0.6380952380952379,0.5395238095238094,0.21985067435866698,19.2,571332.0
1989_20_22,15.244444444444467,44.577777777777804,0.0,1.5555555555555565,0.5647619047619047,0.5715873015873018,0.254440788156667,19.2,571332.0
1989_21_23,14.344444444444465,46.43888888888887,0.0,1.6666666666666676,0.5190476190476191,0.5798412698412699,0.287991098993667,19.2,571332.0
1989_22_24,6.733333333333342,64.6722222222222,0.22222222222222232,1.0,0.4936507936507937,0.5412698412698413,0.320092492492333,19.2,571332.0
1989_23_25,18.85555555555558,72.02777777777773,0.3333333333333333,0.3333333333333333,0.395079365079365,0.5114285714285713,0.37218408935233294,19.2,571332.0
1989_24_26,21.611111111111114,82.46111111111112,0.7777777777777767,0.22222222222222232,0.262380952380952,0.5168253968253965,0.43590888520099996,19.2,571332.0
1989_25_27,21.5,86.63888888888893,0.5555555555555544,0.0,0.17253968253968233,0.4957142857142856,0.49829960486833297,19.2,571332.0
1989_26_28,13.766666666666664,91.64444444444446,0.5555555555555544,0.0,0.1357142857142857,0.4574603174603173,0.540250892998333,19.2,571332.0
1989_27_29,7.688888888888896,101.41666666666653,2.000000000000001,0.0,0.1655555555555557,0.3434920634920633,0.562889376218333,19.2,571332.0
1989_28_30,9.166666666666666,101.31111111111098,2.222222222222223,0.0,0.24095238095238103,0.23920634920634898,0.566887355776667,19.2,571332.0
1989_29_31,10.222222222222202,103.1555555555554,2.666666666666669,0.0,0.32301587301587303,0.16285714285714267,0.5422687397923329,19.2,571332.0
1989_30_32,10.7222222222222,93.78333333333335,1.5555555555555556,0.0,0.3946031746031746,0.12222222222222211,0.49793807228266707,19.2,571332.0
1989_31_33,12.0,87.95,1.3333333333333333,0.11111111111111101,0.47142857142857136,0.10619047619047606,0.44400442020966707,19.2,571332.0
1989_32_34,17.5666666666667,84.0555555555556,0.7777777777777768,0.11111111111111101,0.5753968253968255,0.11492063492063474,0.39413203466633295,19.2,571332.0
1989_33_35,25.855555555555597,71.85000000000001,0.0,0.11111111111111101,0.6317460317460317,0.20603174603174598,0.353329708656,19.2,571332.0
1989_34_36,29.80000000000003,63.10555555555553,0.0,0.5555555555555566,0.6184126984126984,0.3417460317460317,0.32309087508533296,19.2,571332.0
1989_35_37,19.466666666666676,49.95555555555554,0.0,1.2222222222222232,0.5977777777777776,0.456825396825397,0.306467601812,19.2,571332.0
1989_36_38,10.922222222222219,38.777777777777764,0.0,2.0,0.6036507936507937,0.5003174603174604,0.292582967177333,19.2,571332.0
1990_18_20,8.933333333333323,17.605555555555537,0.0,4.555555555555556,0.5099999999999999,0.673015873015873,0.16000597703,22.1,533142.0
1990_19_21,8.655555555555544,34.66111111111107,0.0,3.0,0.609047619047619,0.6703174603174603,0.202076342132,22.1,533142.0
1990_20_22,4.699999999999989,54.272222222222204,0.0,1.22222222222222,0.6236507936507937,0.6342857142857143,0.245878388915333,22.1,533142.0
1990_21_23,9.80000000000002,69.51666666666667,0.22222222222222232,0.5555555555555544,0.6007936507936505,0.611904761904762,0.287650234445,22.1,533142.0
1990_22_24,11.855555555555576,67.26111111111118,0.22222222222222232,0.8888888888888876,0.5606349206349206,0.5950793650793652,0.329737771982333,22.1,533142.0
1990_23_25,13.466666666666688,77.4166666666667,0.5555555555555557,0.44444444444444436,0.46968253968253965,0.5831746031746032,0.37649313787466704,22.1,533142.0
1990_24_26,16.488888888888887,88.28888888888882,0.44444444444444436,0.3333333333333333,0.341904761904762,0.5733333333333333,0.42725036352133294,22.1,533142.0
1990_25_27,33.19999999999999,88.75555555555543,0.44444444444444436,0.0,0.208095238095238,0.6073015873015873,0.4742512907643329,22.1,533142.0
1990_26_28,31.98888888888888,87.29999999999988,0.11111111111111101,0.0,0.11555555555555548,0.6244444444444447,0.5210935777883329,22.1,533142.0
1990_27_29,21.844444444444434,76.17777777777773,0.0,0.0,0.08777777777777772,0.5844444444444447,0.558058645487667,22.1,533142.0
1990_28_30,5.666666666666669,85.8722222222222,0.0,0.0,0.09460317460317469,0.46365079365079365,0.574702866024,22.1,533142.0
1990_29_31,5.944444444444446,85.86111111111113,0.3333333333333333,0.0,0.14666666666666686,0.3403174603174603,0.5626694299563331,22.1,533142.0
1990_30_32,3.6666666666666674,92.60000000000007,1.0,0.0,0.281904761904762,0.23190476190476197,0.5296839312996671,22.1,533142.0
1990_31_33,3.811111111111108,82.98888888888895,1.0,0.0,0.40555555555555567,0.15809523809523832,0.48574351720133296,22.1,533142.0
1990_32_34,6.144444444444448,79.7555555555556,0.888888888888889,0.0,0.5084126984126983,0.1141269841269843,0.43952885517066703,22.1,533142.0
1990_33_35,7.300000000000003,75.10555555555557,0.22222222222222232,0.0,0.5982539682539683,0.09793650793650795,0.396509788736,22.1,533142.0
1990_34_36,4.633333333333337,74.78888888888885,0.44444444444444464,0.22222222222222232,0.72015873015873,0.08523809523809527,0.36051977767233295,22.1,533142.0
1990_35_37,1.4777777777777779,62.99444444444441,0.22222222222222232,0.888888888888889,0.8531746031746031,0.07634920634920637,0.329900121174,22.1,533142.0
1990_36_38,3.9555555555555446,49.5444444444444,0.22222222222222232,1.4444444444444455,0.901269841269841,0.08095238095238104,0.298612628418,22.1,533142.0
1991_18_20,10.844444444444413,33.694444444444464,0.0,3.3333333333333353,0.5753968253968252,0.5366666666666666,0.183992226437333,23.8,538015.0
1991_19_21,12.755555555555546,55.7611111111111,0.11111111111111101,1.3333333333333341,0.5985714285714286,0.5339682539682539,0.216898690796333,23.8,538015.0
1991_20_22,8.188888888888902,67.18888888888887,0.11111111111111101,0.44444444444444436,0.5844444444444443,0.534920634920635,0.26038998999,23.8,538015.0
1991_21_23,13.011111111111122,78.97777777777776,0.11111111111111101,0.22222222222222232,0.562063492063492,0.5176190476190476,0.312694984458,23.8,538015.0
1991_22_24,10.355555555555554,82.27777777777783,0.0,0.0,0.5236507936507936,0.5042857142857143,0.3642885042936671,23.8,538015.0
1991_23_25,13.077777777777763,79.76111111111116,0.0,0.11111111111111101,0.4163492063492063,0.4820634920634919,0.41961019440499997,23.8,538015.0
1991_24_26,27.85555555555553,74.00555555555556,0.0,0.11111111111111101,0.29904761904761895,0.4919047619047617,0.47601038670266704,23.8,538015.0
1991_25_27,34.133333333333304,76.42777777777773,0.0,0.11111111111111101,0.16698412698412668,0.548253968253968,0.533520984142,23.8,538015.0
1991_26_28,31.311111111111092,86.29999999999995,0.22222222222222232,0.0,0.12365079365079341,0.5796825396825397,0.579669177071667,23.8,538015.0
1991_27_29,16.166666666666657,92.9111111111111,0.44444444444444436,0.0,0.0841269841269839,0.5476190476190477,0.605728676044333,23.8,538015.0
1991_28_30,9.222222222222223,95.13333333333333,0.44444444444444436,0.0,0.07698412698412697,0.43999999999999995,0.602424869606333,23.8,538015.0
1991_29_31,12.511111111111134,90.9833333333333,0.22222222222222202,0.0,0.0899999999999999,0.35317460317460303,0.5745778936829999,23.8,538015.0
1991_30_32,7.100000000000023,94.52777777777764,1.11111111111111,0.0,0.18730158730158708,0.26984126984126966,0.532304849586333,23.8,538015.0
1991_31_33,6.744444444444466,101.79999999999988,2.3333333333333335,0.0,0.319047619047619,0.20126984126984135,0.49344120963066707,23.8,538015.0
1991_32_34,6.1777777777777665,105.53333333333323,2.6666666666666665,0.0,0.5026984126984128,0.13968253968253966,0.445354043517333,23.8,538015.0
1991_33_35,8.055555555555545,101.07222222222227,2.3333333333333335,0.0,0.6674603174603178,0.12952380952380968,0.391863160529,23.8,538015.0
1991_34_36,11.888888888888866,80.51111111111116,1.11111111111111,0.4444444444444433,0.7812698412698413,0.14269841269841269,0.33615057162433304,23.8,538015.0
1991_35_37,9.811111111111101,68.9333333333334,0.7777777777777768,0.7777777777777767,0.782698412698413,0.196031746031746,0.300256264159,23.8,538015.0
1991_36_38,10.855555555555547,42.3555555555556,0.0,2.1111111111111103,0.7317460317460319,0.253333333333333,0.27492769611733303,23.8,538015.0
1992_18_20,8.633333333333331,31.588888888888903,0.3333333333333333,3.3333333333333335,0.6595238095238093,0.5180952380952384,0.166024669406,19.1,508062.0
1992_19_21,11.222222222222209,30.433333333333337,0.6666666666666666,3.6666666666666665,0.6477777777777777,0.5312698412698417,0.198990100626667,19.1,508062.0
1992_20_22,7.077777777777766,36.027777777777764,0.3333333333333333,3.0,0.645079365079365,0.5330158730158733,0.242921402981667,19.1,508062.0
1992_21_23,7.988888888888876,43.69999999999997,0.44444444444444436,2.3333333333333335,0.6236507936507936,0.5180952380952383,0.285633069912,19.1,508062.0
1992_22_24,3.033333333333329,58.772222222222204,0.44444444444444436,1.3333333333333333,0.6038095238095237,0.4814285714285716,0.324637732469333,19.1,508062.0
1992_23_25,7.44444444444444,59.699999999999996,0.5555555555555554,1.3333333333333333,0.5896825396825397,0.44269841269841304,0.36551052104733295,19.1,508062.0
1992_24_26,9.02222222222222,68.61111111111113,0.44444444444444436,0.4444444444444433,0.5314285714285717,0.41476190476190494,0.40198032769599995,19.1,508062.0
1992_25_27,9.11111111111111,59.91666666666669,0.11111111111111101,0.5555555555555544,0.427777777777778,0.37888888888888905,0.4320767978503329,19.1,508062.0
1992_26_28,7.67777777777778,63.37222222222223,0.0,0.11111111111111101,0.322698412698413,0.33666666666666667,0.45334112797,19.1,508062.0
1992_27_29,14.288888888888879,67.4611111111111,0.0,0.11111111111111101,0.29936507936507967,0.2807936507936507,0.4798139218163329,19.1,508062.0
1992_28_30,21.622222222222234,75.24999999999999,0.0,0.0,0.29634920634920664,0.2566666666666663,0.505776344765667,19.1,508062.0
1992_29_31,20.777777777777786,76.61666666666666,0.0,0.0,0.25761904761904764,0.2579365079365077,0.523184310626333,19.1,508062.0
1992_30_32,11.844444444444463,79.28333333333335,0.0,0.0,0.24634920634920632,0.23301587301587265,0.5263790422,19.1,508062.0
