Year,SumPcpn,SumEGDD_C,SumHeatD,SumFrostD,AvgSI,AvgPrcnAWHC,NDVI,Yield,Area
1987_18_20,1.5,60.47083333333334,0.5833333333333334,1.1666666666666667,0.6823809523809524,0.5470238095238095,0.16002724336066698,26.9,135483.0
1987_19_21,1.6666666666666667,56.59166666666667,0.5833333333333334,1.0833333333333333,0.6679761904761904,0.504285714285714,0.199148754203333,26.9,135483.0
1987_20_22,13.983333333333334,60.645833333333336,0.3333333333333333,1.0833333333333333,0.6334523809523808,0.49047619047619034,0.23978500542800002,26.9,135483.0
1987_21_23,16.316666666666666,60.99166666666667,0.3333333333333333,0.75,0.5497619047619047,0.5203571428571431,0.274204599253333,26.9,135483.0
1987_22_24,16.875000000000004,78.52083333333333,1.1666666666666667,0.16666666666666666,0.396547619047619,0.5191666666666667,0.31256944157600003,26.9,135483.0
1987_23_25,9.341666666666667,92.0,2.1666666666666665,0.16666666666666666,0.28845238095238096,0.45857142857142863,0.362662210395333,26.9,135483.0
1987_24_26,18.625,95.51666666666667,1.8333333333333333,0.0,0.22702380952380932,0.3775,0.40953478168766705,26.9,135483.0
1987_25_27,25.858333333333334,94.2,1.0,0.0,0.20083333333333334,0.34654761904761927,0.44395198188900004,26.9,135483.0
1987_26_28,30.691666666666663,79.17083333333333,0.0,0.0,0.1338095238095238,0.37964285714285734,0.460895011518,26.9,135483.0
1987_27_29,25.658333333333335,79.79583333333333,0.16666666666666666,0.0,0.0957142857142858,0.38440476190476197,0.476314287605667,26.9,135483.0
1987_28_30,18.541666666666668,78.9,0.3333333333333333,0.0,0.10428571428571413,0.3635714285714287,0.4930158048033329,26.9,135483.0
1987_29_31,14.641666666666666,93.35416666666667,1.0833333333333333,0.0,0.155595238095238,0.291309523809524,0.4964779490033329,26.9,135483.0
1987_30_32,10.1,94.9375,0.9166666666666666,0.0,0.2545238095238093,0.2236904761904763,0.478015341436,26.9,135483.0
1987_31_33,11.708333333333334,90.58333333333333,0.9166666666666666,0.0,0.4189285714285713,0.17642857142857135,0.43342667408066704,26.9,135483.0
1987_32_34,7.208333333333333,70.60416666666667,0.16666666666666666,0.4166666666666667,0.5932142857142856,0.160833333333333,0.3894504223263329,26.9,135483.0
1987_33_35,7.75,64.5,0.16666666666666666,0.4166666666666667,0.7202380952380953,0.161190476190476,0.358064122117,26.9,135483.0
1987_34_36,4.675,66.50833333333334,0.25,0.5833333333333334,0.7683333333333332,0.1601190476190477,0.330345960759333,26.9,135483.0
1987_35_37,5.216666666666667,60.570833333333326,0.25,0.8333333333333334,0.7780952380952381,0.15559523809523834,0.29603565017066696,26.9,135483.0
1987_36_38,9.174999999999999,56.699999999999996,0.25,1.1666666666666667,0.7511904761904761,0.1864285714285717,0.25313533243299996,26.9,135483.0
1988_18_20,23.049999999999997,38.762499999999996,0.0,2.5,0.565952380952381,0.7777380952380953,0.16575843726,17.1,262474.0
1988_19_21,11.008333333333333,66.24583333333334,0.3333333333333333,1.25,0.5810714285714287,0.7705952380952382,0.195873741626333,17.1,262474.0
1988_20_22,3.283333333333333,92.98333333333335,1.75,0.3333333333333333,0.5857142857142856,0.7304761904761904,0.242861823814333,17.1,262474.0
1988_21_23,6.8500000000000005,108.09583333333335,2.4166666666666665,0.0,0.553095238095238,0.6653571428571429,0.301485953345333,17.1,262474.0
1988_22_24,8.299999999999999,106.08333333333333,2.75,0.0,0.448690476190476,0.6082142857142857,0.36543784520866707,17.1,262474.0
1988_23_25,8.983333333333333,104.75,2.25,0.0,0.3589285714285713,0.5266666666666667,0.4145992215426671,17.1,262474.0
1988_24_26,9.408333333333333,104.17916666666667,2.0833333333333335,0.0,0.29952380952380964,0.43690476190476196,0.45241947467366705,17.1,262474.0
1988_25_27,12.108333333333334,105.00833333333333,1.4166666666666667,0.0,0.2740476190476193,0.35250000000000004,0.48012482590633293,17.1,262474.0
1988_26_28,15.058333333333332,94.27916666666665,0.5,0.0,0.26011904761904797,0.29250000000000004,0.506888005401667,17.1,262474.0
1988_27_29,10.616666666666665,90.02916666666665,0.5833333333333334,0.0,0.31607142857142867,0.22964285714285695,0.520161032118,17.1,262474.0
1988_28_30,5.533333333333332,98.12916666666666,1.8333333333333333,0.0,0.4498809523809523,0.15261904761904752,0.507881115788667,17.1,262474.0
1988_29_31,8.275,102.92916666666667,2.5,0.0,0.527738095238095,0.11690476190476186,0.4627137712816671,17.1,262474.0
1988_30_32,9.025,102.15416666666665,2.3333333333333335,0.0,0.6128571428571428,0.09452380952380957,0.40275859612899995,17.1,262474.0
1988_31_33,21.224999999999998,92.95833333333333,1.4166666666666667,0.0,0.6135714285714284,0.15238095238095237,0.345669870522,17.1,262474.0
1988_32_34,15.641666666666667,81.81666666666666,0.75,0.25,0.6575000000000001,0.20976190476190468,0.310088677946333,17.1,262474.0
1988_33_35,14.241666666666667,74.75416666666668,0.3333333333333333,0.3333333333333333,0.6607142857142857,0.27023809523809533,0.287488018640667,17.1,262474.0
1988_34_36,4.308333333333333,61.40833333333334,0.16666666666666666,0.8333333333333334,0.7104761904761903,0.263452380952381,0.272106299150333,17.1,262474.0
1988_35_37,3.408333333333333,56.791666666666664,0.16666666666666666,1.1666666666666667,0.7417857142857139,0.24654761904761902,0.259008645113667,17.1,262474.0
1988_36_38,4.633333333333333,37.770833333333336,0.16666666666666666,2.1666666666666665,0.7525,0.240833333333333,0.234153538803667,17.1,262474.0
1989_18_20,5.4750000000000005,61.05833333333334,0.0,1.8333333333333333,0.7541666666666668,0.30821428571428566,0.16918457118666702,14.0,192822.0
