CARUID,R_squared,MAPE,MEI
1100,0.24342062676358162,9.68207885708968,0.10514355902549377
1200,0.37817134408232894,8.455141637572842,0.35131480743635757
1300,0.5819432688032077,8.176707028237251,0.5001600626864832
2400,0.7619195353547569,5.326275542500167,0.7394137995470582
3500,0.2628541272895089,9.904861664679744,-0.022011807525486704
4601,0.3997419242079084,10.343430854594663,0.14362134088588563
4602,0.2547733553881583,13.456461161936886,-0.5851060483133785
4603,0.3963777011380396,10.135156563970646,0.1439138450767734
4604,0.15136192210121294,13.403500076631847,-0.4607074896964358
4605,0.7856413621258009,7.211673120405064,0.6064695177888033
4606,0.5946649613754953,5.786494979976995,0.5806941404583039
4607,0.18594048795677434,10.14991771965875,0.09121831701813465
4608,0.7116067861672972,5.260350234420412,0.7083469245937708
4609,0.15123507559191082,10.152817115662295,0.05575106221086579
4610,0.05879772212743024,14.3125647266102,-0.6656533730626832
4611,0.24660428609377716,10.616695597348533,0.08379258933772948
4612,0.43252191005916923,8.084978933201345,0.3898596374199145
4701,0.4409524300599207,11.054196425058397,-0.12538963102762035
4702,0.2976676391059017,10.212952948345631,-0.004310038908663882
4703,0.7139180164245565,5.22741587204335,0.6961345825328853
4704,0.47824898783890146,6.710766723834468,0.3898890608315936
4705,0.28106460616295115,13.825184746812127,-0.6080551264729825
4706,0.5153578850534322,9.266548224170064,0.2913301792737393
4707,0.7290305933877711,5.761615764490254,0.7118135364710468
4708,0.850775426825898,4.638248820949526,0.8139701164510359
4709,0.19412646833868313,14.680436752225926,-1.018484525023461
4710,0.24837438415436164,11.573166709016729,-0.28584665665825604
4711,0.2704851787570145,11.35687715627713,-0.19510150999567233
4712,0.6593488399639074,7.094354011393664,0.5056194656471449
4713,0.19032717906523644,11.098999670920875,-0.1169311671880926
4714,0.5462669078359645,7.62385620113029,0.4408492448751591
4715,0.7469260688211914,6.541510671086587,0.553208170143695
4716,0.48837579325091784,9.63821619899538,0.22334561023529087
4717,0.24020163540053033,10.94723161273961,-0.1462582488718076
4810,0.6620490641303709,6.880289316791171,0.5763356315714314
4820,0.5032205639626072,9.858094306080979,0.16163350132882637
4830,0.7135194490719029,5.943826790355127,0.6899295578980319
4840,0.45420595211021103,13.199637130831865,-0.8184160195194139
4841,0.5517732347852913,9.836949703814833,0.3091693804704768
4850,0.6384439128312985,11.173574539841614,-0.24665531342304425
4860,0.6854243730211586,7.329902948043449,0.5594334721297145
4870,0.3314549748043965,8.682870707218356,0.17832854997558267
5901,0.4638360228084401,6.882155985536413,0.43071750682122945
5908,0.8542454374237469,3.845454314614922,0.8249018029091333
